,years,SSP1-19,SSP1-19_zeroed,SSP1-19_2GtC_373,SSP1-19_4GtC_373,SSP1-19_6GtC_373,SSP1-26,SSP1-26_zeroed,SSP1-26_2GtC_373,SSP1-26_4GtC_373,SSP1-26_6GtC_373,SSP2-45,SSP2-45_zeroed,SSP2-45_2GtC_373,SSP2-45_4GtC_373,SSP2-45_6GtC_373,SSP4-34,SSP4-34_zeroed,SSP4-34_2GtC_373,SSP4-34_4GtC_373,SSP4-34_6GtC_373,SSP4-60,SSP4-60_zeroed,SSP4-60_2GtC_373,SSP4-60_4GtC_373,SSP4-60_6GtC_373
86,2101,-3.7751342387022784,3.7751342387022784,1.7751342387022786,-0.22486576129772146,-2.2248657612977216,-2.334492410320611,2.334492410320611,0.9344924103206108,-0.4655075896793891,-1.8655075896793891,2.6406292986407385,-0.44476238036642074,-0.44476238036642074,-0.44476238036642074,-0.44476238036642074,-4.04904329672078,4.04904329672078,3.3157099633874467,2.5823766300541138,1.84904329672078,5.946619496258031,-0.16638958118829797,-0.16638958118829797,-0.16638958118829797,-0.16638958118829797
87,2102,-3.7621446010170208,3.7621446010170208,1.7621446010170208,-0.23785539898297933,-2.2378553989829792,-2.318679487994188,2.318679487994188,0.8520128213275214,-0.6146538453391452,-2.081320512005812,2.6404789261755215,-0.6885972210427945,-0.6885972210427945,-0.6885972210427945,-0.6885972210427945,-4.05710148060046,4.05710148060046,3.2571014806004603,2.45710148060046,1.65710148060046,5.91369080451289,-0.33277916237659594,-0.33277916237659594,-0.33277916237659594,-0.33277916237659594
88,2103,-3.7491549633317627,3.7491549633317627,1.7491549633317627,-0.2508450366682372,-2.2508450366682373,-2.3028665656677654,2.3028665656677654,0.7695332323344319,-0.7638001009989013,-2.2971334343322347,2.640328553710304,-0.9324320617191684,-0.9324320617191684,-0.9324320617191684,-0.9324320617191684,-4.06515966448014,4.06515966448014,3.1984929978134735,2.331826331146807,1.46515966448014,5.880762112767749,-0.49916874356489394,-0.49916874356489394,-0.49916874356489394,-0.49916874356489394
89,2104,-3.736165325646505,3.736165325646505,1.7361653256465048,-0.2638346743534951,-2.263834674353495,-2.2870536433413426,2.2870536433413426,0.6870536433413426,-0.9129463566586574,-2.5129463566586576,2.640178181245087,-1.176266902395542,-1.176266902395542,-1.176266902395542,-1.176266902395542,-4.07321784835982,4.07321784835982,3.1398845150264867,2.2065511816931536,1.27321784835982,5.8478334210226075,-0.6655583247531919,-0.6655583247531919,-0.6655583247531919,-0.6655583247531919
90,2105,-3.723175687961247,3.723175687961247,1.723175687961247,-0.276824312038753,-2.276824312038753,-2.2712407210149195,2.2712407210149195,0.6045740543482531,-1.0620926123184136,-2.7287592789850805,2.64002780877987,-1.4201017430719158,-1.4201017430719158,-1.4201017430719158,-1.4201017430719158,-4.0812760322395,4.0812760322395,3.0812760322395,2.0812760322395,1.0812760322394999,5.814904729277467,-0.8319479059414898,-0.8319479059414898,-0.8319479059414898,-0.8319479059414898
91,2106,-3.710186050275989,3.710186050275989,1.7101860502759891,-0.2898139497240109,-2.289813949724011,-2.2554277986884967,2.2554277986884967,0.5220944653551636,-1.2112388679781696,-2.944572201311503,2.639877436314653,-1.6639365837482898,-1.6639365837482898,-1.6639365837482898,-1.6639365837482898,-4.0893342161191795,4.0893342161191795,3.0226675494525135,1.9560008827858466,0.8893342161191797,5.781976037532326,-0.9983374871297879,-0.9983374871297879,-0.9983374871297879,-0.9983374871297879
92,2107,-3.6971964125907313,3.6971964125907313,1.6971964125907313,-0.3028035874092688,-2.3028035874092687,-2.239614876362074,2.239614876362074,0.4396148763620742,-1.3603851236379259,-3.160385123637926,2.639727063849436,-1.9077714244246635,-1.9077714244246635,-1.9077714244246635,-1.9077714244246635,-4.09739239999886,4.09739239999886,2.9640590666655267,1.8307257333321934,0.6973923999988598,5.749047345787185,-1.1647270683180857,-1.1647270683180857,-1.1647270683180857,-1.1647270683180857
93,2108,-3.684206774905473,3.684206774905473,1.6842067749054732,-0.3157932250945267,-2.315793225094527,-2.2238019540356513,2.2238019540356513,0.3571352873689847,-1.5095313792976819,-3.3761980459643484,2.6395766913842187,-2.1516062651010373,-2.1516062651010373,-2.1516062651010373,-2.1516062651010373,-4.10545058387854,4.10545058387854,2.90545058387854,1.7054505838785399,0.5054505838785397,5.7161186540420434,-1.3311166495063838,-1.3311166495063838,-1.3311166495063838,-1.3311166495063838
94,2109,-3.6712171372202156,3.6712171372202156,1.6712171372202154,-0.3287828627797846,-2.3287828627797844,-2.2079890317092286,2.2079890317092286,0.2746556983758952,-1.658677634957438,-3.5920109682907713,2.6394263189190017,-2.395441105777411,-2.395441105777411,-2.395441105777411,-2.395441105777411,-4.11350876775822,4.11350876775822,2.8468421010915534,1.5801754344248864,0.31350876775821956,5.683189962296902,-1.4975062306946818,-1.4975062306946818,-1.4975062306946818,-1.4975062306946818
95,2110,-3.6582274995349575,3.6582274995349575,1.6582274995349575,-0.3417725004650425,-2.3417725004650425,-2.192176109382806,2.192176109382806,0.19217610938280583,-1.8078238906171942,-3.807823890617194,2.6392759464537847,-2.6392759464537847,-2.6392759464537847,-2.6392759464537847,-2.6392759464537847,-4.1215669516379,4.1215669516379,2.7882336183045666,1.4549002849712331,0.12156695163789966,5.650261270551761,-1.6638958118829796,-1.6638958118829796,-1.6638958118829796,-1.6638958118829796
96,2111,-3.6452378618497,3.6452378618497,1.6452378618496997,-0.35476213815030033,-2.3547621381503,-2.176363187056383,2.176363187056383,0.17636318705638301,-1.823636812943617,-3.823636812943617,2.6391255739885677,-2.6391255739885677,-2.705792240655234,-2.772458907321901,-2.8391255739885675,-4.12962513551758,4.12962513551758,2.72962513551758,1.3296251355175799,-0.07037486448242031,5.61733257880662,-1.8302853930712775,-1.8302853930712775,-1.8302853930712775,-1.8302853930712775
97,2112,-3.632248224164442,3.632248224164442,1.6322482241644418,-0.3677517758355582,-2.367751775835558,-2.1605502647299604,2.1605502647299604,0.1605502647299602,-1.8394497352700399,-3.8394497352700396,2.6389752015233503,-2.6389752015233503,-2.7723085348566836,-2.905641868190017,-3.0389752015233507,-4.13768331939726,4.13768331939726,2.6710166527305934,1.2043499860639266,-0.26231668060274027,5.5844038870614785,-1.9966749742595755,-1.9966749742595755,-1.9966749742595755,-1.9966749742595755
98,2113,-3.6192585864791837,3.6192585864791837,1.619258586479184,-0.38074141352081603,-2.3807414135208163,-2.144737342403537,2.144737342403537,0.14473734240353736,-1.8552626575964626,-3.855262657596463,2.6388248290581333,-2.6388248290581333,-2.8388248290581335,-3.0388248290581332,-3.2388248290581334,-4.145741503276939,4.145741503276939,2.6124081699436066,1.0790748366102731,-0.4542584967230603,5.551475195316337,-2.1630645554478733,-2.1630645554478733,-2.1630645554478733,-2.1630645554478733
99,2114,-3.606268948793926,3.606268948793926,1.6062689487939261,-0.3937310512060739,-2.393731051206074,-2.1289244200771145,2.1289244200771145,0.12892442007711455,-1.8710755799228855,-3.8710755799228855,2.6386744565929163,-2.6386744565929163,-2.905341123259583,-3.1720077899262495,-3.438674456592916,-4.15379968715662,4.15379968715662,2.55379968715662,0.9537996871566199,-0.6462003128433802,5.518546503571196,-2.3294541366361714,-2.3294541366361714,-2.3294541366361714,-2.3294541366361714
100,2115,-3.5932793111086685,3.5932793111086685,1.5932793111086683,-0.4067206888913317,-2.4067206888913315,-2.1131114977506917,2.1131114977506917,0.11311149775069174,-1.8868885022493083,-3.8868885022493083,2.638524084127699,-2.638524084127699,-2.9718574174610324,-3.305190750794366,-3.638524084127699,-4.1618578710363,4.1618578710363,2.4951912043696334,0.8285245377029666,-0.8381421289637001,5.485617811826055,-2.495843717824469,-2.495843717824469,-2.495843717824469,-2.495843717824469
101,2116,-3.5802896734234104,3.5802896734234104,1.5802896734234104,-0.4197103265765896,-2.4197103265765896,-2.097298575424269,2.097298575424269,0.09729857542426891,-1.902701424575731,-3.902701424575731,2.638373711662482,-2.638373711662482,-3.038373711662482,-3.4383737116624817,-3.838373711662482,-4.16991605491598,4.16991605491598,2.4365827215826465,0.7032493882493133,-1.0300839450840202,5.452689120080914,-2.662233299012767,-2.662233299012767,-2.662233299012767,-2.662233299012767
102,2117,-3.5673000357381524,3.5673000357381524,1.5673000357381526,-0.4326999642618474,-2.4326999642618476,-2.0814856530978463,2.0814856530978463,0.08148565309784608,-1.918514346902154,-3.9185143469021537,2.638223339197265,-2.638223339197265,-3.1048900058639313,-3.571556672530598,-4.038223339197264,-4.1779742387956595,4.1779742387956595,2.37797423879566,0.5779742387956599,-1.2220257612043401,5.419760428335773,-2.828622880201065,-2.828622880201065,-2.828622880201065,-2.828622880201065
103,2118,-3.5543103980528947,3.5543103980528947,1.5543103980528947,-0.4456896019471053,-2.4456896019471053,-2.065672730771423,2.065672730771423,0.06567273077142327,-1.9343272692285767,-3.934327269228577,2.638072966732048,-2.638072966732048,-3.1714063000653807,-3.704739633398714,-4.238072966732048,-4.18603242267534,4.18603242267534,2.3193657560086733,0.45269908934200664,-1.41396757732466,5.386831736590632,-2.995012461389363,-2.995012461389363,-2.995012461389363,-2.995012461389363
104,2119,-3.541320760367637,3.541320760367637,1.5413207603676369,-0.4586792396323631,-2.458679239632363,-2.0498598084450004,2.0498598084450004,0.04985980844500046,-1.9501401915549996,-3.9501401915549996,2.6379225942668305,-2.6379225942668305,-3.2379225942668306,-3.8379225942668302,-4.437922594266831,-4.1940906065550205,4.1940906065550205,2.260757273221687,0.3274239398883534,-1.60590939344498,5.353903044845491,-3.1614020425776608,-3.1614020425776608,-3.1614020425776608,-3.1614020425776608
105,2120,-3.528331122682379,3.528331122682379,1.528331122682379,-0.47166887731762097,-2.471668877317621,-2.0340468861185776,2.0340468861185776,0.034046886118577646,-1.9659531138814224,-3.9659531138814224,2.6377722218016135,-2.6377722218016135,-3.30443888846828,-3.9711055551349466,-4.6377722218016135,-4.2021487904347,4.2021487904347,2.2021487904347,0.20214879043470013,-1.7978512095652999,5.3209743531003495,-3.327791623765959,-3.327791623765959,-3.327791623765959,-3.327791623765959
106,2121,-3.515341484997121,3.515341484997121,1.5153414849971212,-0.4846585150028789,-2.484658515002879,-2.018233963792155,2.018233963792155,0.018233963792154827,-1.981766036207845,-3.981766036207845,2.6376218493363965,-2.6376218493363965,-3.3709551826697295,-4.104288516003063,-4.837621849336396,-4.21020697431438,4.21020697431438,2.21020697431438,0.21020697431438018,-1.7897930256856198,5.288045661355208,-3.494181204954257,-3.494181204954257,-3.494181204954257,-3.494181204954257
107,2122,-3.5023518473118633,3.5023518473118633,1.5023518473118633,-0.4976481526881368,-2.4976481526881367,-2.002421041465732,2.002421041465732,0.0024210414657320073,-1.997578958534268,-3.997578958534268,2.6374714768711796,-2.6374714768711796,-3.4374714768711794,-4.237471476871179,-5.03747147687118,-4.21826515819406,4.21826515819406,2.2182651581940602,0.21826515819406023,-1.7817348418059398,5.255116969610067,-3.6605707861425545,-3.6605707861425545,-3.6605707861425545,-3.6605707861425545
108,2123,-3.4893622096266053,3.4893622096266053,1.4893622096266053,-0.5106377903733946,-2.5106377903733947,-1.9866081191393092,1.9866081191393092,-0.013391880860690812,-2.013391880860691,-4.0133918808606905,2.6373211044059626,-2.6373211044059626,-3.5039877710726293,-4.3706544377392955,-5.237321104405963,-4.226323342073741,4.226323342073741,2.2263233420737403,0.22632334207374027,-1.7736766579262597,5.222188277864926,-3.8269603673308525,-3.8269603673308525,-3.8269603673308525,-3.8269603673308525
109,2124,-3.4763725719413476,3.4763725719413476,1.4763725719413474,-0.5236274280586526,-2.5236274280586524,-1.9707951968128863,1.9707951968128863,-0.02920480318711363,-2.0292048031871137,-4.029204803187113,2.6371707319407456,-2.6371707319407456,-3.5705040652740787,-4.503837398607412,-5.437170731940745,-4.23438152595342,4.23438152595342,2.2343815259534203,0.23438152595342032,-1.7656184740465797,5.1892595861197846,-3.9933499485191506,-3.9933499485191506,-3.9933499485191506,-3.9933499485191506
110,2125,-3.4633829342560896,3.4633829342560896,1.4633829342560896,-0.5366170657439104,-2.5366170657439104,-1.9549822744864636,1.9549822744864636,-0.045017725513536444,-2.0450177255135364,-4.045017725513537,2.6370203594755286,-2.6370203594755286,-3.637020359475528,-4.637020359475528,-5.637020359475528,-4.2424397098331,4.2424397098331,2.2424397098331004,0.24243970983310037,-1.7575602901668996,5.156330894374644,-4.159739529707449,-4.159739529707449,-4.159739529707449,-4.159739529707449
111,2126,-3.4503932965708315,3.4503932965708315,1.4503932965708317,-0.5496067034291683,-2.5496067034291685,-1.9391693521600408,1.9391693521600408,-0.06083064783995927,-2.060830647839959,-4.06083064783996,2.6368699870103116,-2.6368699870103116,-3.703536653676978,-4.770203320343645,-5.836869987010312,-4.25049789371278,4.25049789371278,2.2504978937127804,0.2504978937127804,-1.7495021062872196,5.123402202629503,-4.326129110895746,-4.326129110895746,-4.326129110895746,-4.326129110895746
112,2127,-3.437403658885574,3.437403658885574,1.4374036588855739,-0.5625963411144262,-2.562596341114426,-1.9233564298336179,1.9233564298336179,-0.0766435701663821,-2.076643570166382,-4.076643570166382,2.6367196145450946,-2.6367196145450946,-3.770052947878428,-4.903386281211762,-6.0367196145450945,-4.258556077592461,4.258556077592461,2.2585560775924605,0.25855607759246046,-1.7414439224075395,5.090473510884362,-4.492518692084044,-4.492518692084044,-4.492518692084044,-4.492518692084044
113,2128,-3.424414021200316,3.424414021200316,1.4244140212003158,-0.5755859787996841,-2.575585978799684,-1.9075435075071951,1.9075435075071951,-0.09245649249280491,-2.092456492492805,-4.092456492492805,2.6365692420798776,-2.6365692420798776,-3.8365692420798774,-5.036569242079878,-6.236569242079877,-4.2666142614721405,4.2666142614721405,2.2666142614721405,0.2666142614721405,-1.7333857385278595,5.0575448191392205,-4.658908273272342,-4.658908273272342,-4.658908273272342,-4.658908273272342
114,2129,-3.411424383515058,3.411424383515058,1.411424383515058,-0.588575616484942,-2.588575616484942,-1.8917305851807722,1.8917305851807722,-0.10826941481922772,-2.108269414819228,-4.108269414819228,2.6364188696146607,-2.6364188696146607,-3.903085536281327,-5.169752202947994,-6.436418869614661,-4.27467244535182,4.27467244535182,2.2746724453518206,0.27467244535182056,-1.7253275546481794,5.024616127394079,-4.82529785446064,-4.82529785446064,-4.82529785446064,-4.82529785446064
115,2130,-3.3984347458298,3.3984347458298,1.3984347458298,-0.6015652541701999,-2.6015652541702,-1.8759176628543495,1.8759176628543495,-0.12408233714565053,-2.1240823371456505,-4.1240823371456505,2.6362684971494437,-2.6362684971494437,-3.9696018304827767,-5.302935163816111,-6.636268497149444,-4.282730629231501,4.282730629231501,2.2827306292315006,0.2827306292315006,-1.7172693707684994,4.991687435648938,-4.991687435648938,-4.991687435648938,-4.991687435648938,-4.991687435648938
116,2131,-3.385445108144542,3.385445108144542,1.3854451081445422,-0.6145548918554578,-2.614554891855458,-1.8601047405279267,1.8601047405279267,-0.13989525947207332,-2.1398952594720733,-4.139895259472073,2.6361181246842267,-2.6361181246842267,-4.036118124684227,-5.436118124684227,-6.836118124684226,-4.29078881311118,4.29078881311118,2.2907888131111807,0.29078881311118054,-1.7092111868888193,4.958758743903797,-4.958758743903797,-5.025425410570463,-5.09209207723713,-5.158758743903797
117,2132,-3.3724554704592844,3.3724554704592844,1.3724554704592844,-0.6275445295407156,-2.6275445295407156,-1.8442918182015038,1.8442918182015038,-0.15570818179849613,-2.155708181798496,-4.155708181798496,2.6359677522190097,-2.6359677522190097,-4.102634418885676,-5.569301085552343,-7.03596775221901,-4.298846996990861,4.298846996990861,2.2988469969908607,0.29884699699086054,-1.7011530030091395,4.9258300521586555,-4.9258300521586555,-5.059163385491989,-5.192496718825322,-5.325830052158656
118,2133,-3.3594658327740268,3.3594658327740268,1.3594658327740266,-0.6405341672259734,-2.6405341672259732,-1.828478895875081,1.828478895875081,-0.17152110412491892,-2.171521104124919,-4.171521104124919,2.6358173797537923,-2.6358173797537923,-4.1691507130871255,-5.70248404642046,-7.235817379753793,-4.30690518087054,4.30690518087054,2.3069051808705403,0.3069051808705405,-1.6930948191294595,4.892901360413514,-4.892901360413514,-5.0929013604135145,-5.292901360413515,-5.492901360413514
119,2134,-3.3464761950887687,3.3464761950887687,1.3464761950887687,-0.6535238049112313,-2.6535238049112313,-1.8126659735486583,1.8126659735486583,-0.18733402645134173,-2.187334026451342,-4.1873340264513415,2.6356670072885753,-2.6356670072885753,-4.235667007288575,-5.835667007288576,-7.4356670072885755,-4.314963364750221,4.314963364750221,2.3149633647502204,0.31496336475022046,-1.6850366352497796,4.859972668668373,-4.859972668668373,-5.12663933533504,-5.393306002001706,-5.659972668668373
120,2135,-3.3334865574035106,3.3334865574035106,1.3334865574035109,-0.6665134425964891,-2.6665134425964894,-1.7968530512222354,1.7968530512222354,-0.2031469487777645,-2.2031469487777646,-4.203146948777764,2.6355166348233583,-2.6355166348233583,-4.302183301490025,-5.968849968156691,-7.635516634823359,-4.3230215486299,4.3230215486299,2.3230215486299004,0.3230215486299004,-1.6769784513700996,4.827043976923232,-4.827043976923232,-5.160377310256566,-5.493710643589898,-5.827043976923232
121,2136,-3.320496919718253,3.320496919718253,1.320496919718253,-0.679503080281747,-2.679503080281747,-1.7810401288958126,1.7810401288958126,-0.2189598711041873,-2.2189598711041874,-4.218959871104188,2.6353662623581413,-2.6353662623581413,-4.368699595691474,-6.1020329290248085,-7.835366262358142,-4.33107973250958,4.33107973250958,2.3310797325095804,0.33107973250958034,-1.6689202674904196,4.794115285178091,-4.794115285178091,-5.194115285178091,-5.59411528517809,-5.994115285178091
122,2137,-3.3075072820329954,3.3075072820329954,1.3075072820329952,-0.6924927179670048,-2.6924927179670046,-1.76522720656939,1.76522720656939,-0.23477279343061008,-2.23477279343061,-4.2347727934306105,2.6352158898929243,-2.6352158898929243,-4.435215889892924,-6.235215889892924,-8.035215889892925,-4.3391379163892605,4.3391379163892605,2.3391379163892605,0.33913791638926033,-1.6608620836107397,4.761186593432949,-4.761186593432949,-5.227853260099616,-5.694519926766283,-6.16118659343295
123,2138,-3.2945176443477373,3.2945176443477373,1.2945176443477373,-0.7054823556522627,-2.7054823556522627,-1.7494142842429672,1.7494142842429672,-0.2505857157570329,-2.2505857157570333,-4.250585715757033,2.635065517427707,-2.635065517427707,-4.501732184094374,-6.36839885076104,-8.235065517427708,-4.34719610026894,4.34719610026894,2.34719610026894,0.34719610026894027,-1.6528038997310597,4.728257901687808,-4.728257901687808,-5.261591235021141,-5.794924568354475,-6.328257901687808
124,2139,-3.2815280066624792,3.2815280066624792,1.2815280066624795,-0.7184719933375205,-2.7184719933375208,-1.7336013619165442,1.7336013619165442,-0.26639863808345565,-2.266398638083456,-4.266398638083456,2.63491514496249,-2.63491514496249,-4.568248478295823,-6.501581811629157,-8.43491514496249,-4.355254284148621,4.355254284148621,2.35525428414862,0.35525428414862026,-1.6447457158513799,4.695329209942667,-4.695329209942667,-5.295329209942667,-5.895329209942666,-6.495329209942667
125,2140,-3.2685383689772216,3.2685383689772216,1.2685383689772216,-0.7314616310227784,-2.7314616310227784,-1.7177884395901215,1.7177884395901215,-0.2822115604098785,-2.2822115604098787,-4.282211560409879,2.634764772497273,-2.634764772497273,-4.634764772497273,-6.634764772497273,-8.634764772497274,-4.3633124680283,4.3633124680283,2.3633124680283,0.3633124680283002,-1.6366875319716998,4.662400518197526,-4.662400518197526,-5.329067184864193,-5.995733851530859,-6.662400518197526
126,2141,-3.192775891449471,3.192775891449471,1.1927758914494708,-0.8072241085505292,-2.807224108550529,-1.670782332937181,1.670782332937181,-0.3292176670628192,-2.3292176670628195,-4.329217667062819,2.634614400032056,-2.634614400032056,-4.6346144000320555,-6.6346144000320555,-8.634614400032056,-4.282492765771479,4.282492765771479,2.282492765771478,0.28249276577147825,-1.7175072342285218,4.629471826452384,-4.629471826452384,-5.362805159785718,-6.096138493119051,-6.829471826452385
127,2142,-3.11701341392172,3.11701341392172,1.11701341392172,-0.8829865860782798,-2.88298658607828,-1.6237762262842401,1.6237762262842401,-0.3762237737157598,-2.37622377371576,-4.37622377371576,2.6344640275668385,-2.6344640275668385,-4.634464027566839,-6.634464027566839,-8.634464027566839,-4.201673063514656,4.201673063514656,2.201673063514656,0.20167306351465628,-1.7983269364853438,4.596543134707243,-4.596543134707243,-5.396543134707244,-6.196543134707243,-6.9965431347072435
128,2143,-3.0412509363939693,3.0412509363939693,1.0412509363939693,-0.9587490636060306,-2.9587490636060307,-1.5767701196312995,1.5767701196312995,-0.4232298803687005,-2.4232298803687007,-4.423229880368701,2.6343136551016215,-2.6343136551016215,-4.6343136551016215,-6.6343136551016215,-8.634313655101622,-4.120853361257835,4.120853361257835,2.120853361257834,0.1208533612578343,-1.8791466387421658,4.563614442962103,-4.563614442962103,-5.430281109628769,-6.296947776295435,-7.1636144429621025
129,2144,-2.9654884588662185,2.9654884588662185,0.9654884588662187,-1.0345115411337813,-3.0345115411337815,-1.5297640129783587,1.5297640129783587,-0.47023598702164116,-2.470235987021641,-4.470235987021641,2.6341632826364045,-2.6341632826364045,-4.634163282636404,-6.634163282636404,-8.634163282636404,-4.040033659001012,4.040033659001012,2.040033659001012,0.040033659001012356,-1.9599663409989876,4.530685751216962,-4.530685751216962,-5.464019084550295,-6.397352417883628,-7.330685751216961
130,2145,-2.8897259813384677,2.8897259813384677,0.8897259813384679,-1.110274018661532,-3.1102740186615323,-1.4827579063254182,1.4827579063254182,-0.5172420936745818,-2.517242093674582,-4.517242093674582,2.6340129101711875,-2.6340129101711875,-4.634012910171187,-6.634012910171187,-8.634012910171187,-3.9592139567441906,3.9592139567441906,1.9592139567441904,-0.04078604325580959,-2.0407860432558094,4.49775705947182,-4.49775705947182,-5.49775705947182,-6.4977570594718195,-7.49775705947182
131,2146,-2.813963503810717,2.813963503810717,0.8139635038107171,-1.1860364961892829,-3.186036496189283,-1.4357517996724773,1.4357517996724773,-0.5642482003275225,-2.5642482003275227,-4.564248200327523,2.63386253770597,-2.63386253770597,-4.63386253770597,-6.63386253770597,-8.633862537705971,-3.878394254487368,3.878394254487368,1.8783942544873684,-0.12160574551263159,-2.121605745512632,4.464828367726679,-4.464828367726679,-5.5314950343933456,-6.598161701060012,-7.664828367726679
132,2147,-2.7382010262829666,2.7382010262829666,0.7382010262829665,-1.2617989737170334,-3.2617989737170334,-1.3887456930195368,1.3887456930195368,-0.6112543069804632,-2.611254306980463,-4.611254306980463,2.633712165240753,-2.633712165240753,-4.633712165240753,-6.633712165240753,-8.633712165240754,-3.7975745522305466,3.7975745522305466,1.7975745522305466,-0.20242544776945348,-2.2024254477694534,4.431899675981538,-4.431899675981538,-5.565233009314872,-6.6985663426482045,-7.831899675981538
133,2148,-2.662438548755216,2.662438548755216,0.6624385487552157,-1.3375614512447842,-3.337561451244784,-1.3417395863665962,1.3417395863665962,-0.6582604136334038,-2.658260413633404,-4.658260413633403,2.633561792775536,-2.633561792775536,-4.633561792775535,-6.633561792775535,-8.633561792775536,-3.7167548499737246,3.7167548499737246,1.7167548499737246,-0.2832451500262755,-2.2832451500262754,4.3989709842363975,-4.3989709842363975,-5.598970984236397,-6.798970984236397,-7.998970984236397
134,2149,-2.586676071227465,2.586676071227465,0.5866760712274649,-1.413323928772535,-3.413323928772535,-1.2947334797136554,1.2947334797136554,-0.7052665202863446,-2.705266520286344,-4.705266520286345,2.6334114203103187,-2.6334114203103187,-4.633411420310319,-6.633411420310319,-8.633411420310319,-3.6359351477169026,3.6359351477169026,1.6359351477169026,-0.3640648522830975,-2.3640648522830974,4.366042292491256,-4.366042292491256,-5.632708959157923,-6.899375625824589,-8.166042292491255
135,2150,-2.5109135936997142,2.5109135936997142,0.5109135936997142,-1.4890864063002858,-3.4890864063002858,-1.2477273730607148,1.2477273730607148,-0.7522726269392852,-2.752272626939285,-4.752272626939285,2.6332610478451017,-2.6332610478451017,-4.633261047845101,-6.633261047845101,-8.633261047845101,-3.5551154454600806,3.5551154454600806,1.5551154454600806,-0.4448845545399194,-2.4448845545399194,4.333113600746115,-4.333113600746115,-5.666446934079448,-6.999780267412781,-8.333113600746115
136,2151,-2.4481407538572215,2.4481407538572215,0.5148074205238881,-1.4185259128094454,-3.3518592461427787,-1.216534188734197,1.216534188734197,-0.7834658112658031,-2.783465811265803,-4.783465811265803,2.606928437366651,-2.606928437366651,-4.60692843736665,-6.60692843736665,-8.606928437366651,-3.4662375593235786,3.4662375593235786,1.4662375593235786,-0.5337624406764214,-2.5337624406764214,4.2897824647386535,-4.2897824647386535,-5.689782464738654,-7.089782464738653,-8.489782464738655
137,2152,-2.3853679140147284,2.3853679140147284,0.5187012473480618,-1.3479654193186048,-3.2146320859852717,-1.185341004407679,1.185341004407679,-0.8146589955923209,-2.8146589955923207,-4.814658995592321,2.5805958268882,-2.5805958268882,-4.580595826888199,-6.580595826888199,-8.5805958268882,-3.3773596731870765,3.3773596731870765,1.3773596731870765,-0.6226403268129234,-2.6226403268129235,4.246451328731193,-4.246451328731193,-5.713117995397859,-7.179784662064526,-8.646451328731192
138,2153,-2.3225950741722357,2.3225950741722357,0.5225950741722356,-1.2774049258277644,-3.0774049258277643,-1.1541478200811612,1.1541478200811612,-0.8458521799188388,-2.8458521799188388,-4.845852179918839,2.5542632164097485,-2.5542632164097485,-4.5542632164097485,-6.5542632164097485,-8.554263216409748,-3.2884817870505745,3.2884817870505745,1.2884817870505745,-0.7115182129494254,-2.7115182129494255,4.203120192723731,-4.203120192723731,-5.736453526057065,-7.269786859390398,-8.803120192723732
139,2154,-2.2598222343297425,2.2598222343297425,0.5264889009964093,-1.2068444323369238,-2.9401777656702572,-1.1229546357546434,1.1229546357546434,-0.8770453642453567,-2.8770453642453564,-4.877045364245356,2.5279306059312976,-2.5279306059312976,-4.527930605931298,-6.527930605931298,-8.527930605931298,-3.1996039009140724,3.1996039009140724,1.1996039009140727,-0.8003960990859273,-2.8003960990859276,4.159789056716271,-4.159789056716271,-5.75978905671627,-7.35978905671627,-8.95978905671627
140,2155,-2.19704939448725,2.19704939448725,0.5303827278205832,-1.1362839388460835,-2.80295060551275,-1.0917614514281255,1.0917614514281255,-0.9082385485718746,-2.9082385485718745,-4.908238548571875,2.5015979954528467,-2.5015979954528467,-4.501597995452847,-6.501597995452847,-8.501597995452848,-3.110726014777571,3.110726014777571,1.1107260147775706,-0.8892739852224294,-2.889273985222429,4.116457920708809,-4.116457920708809,-5.783124587375475,-7.449791254042142,-9.11645792070881
141,2156,-2.1342765546447566,2.1342765546447566,0.534276554644757,-1.065723445355243,-2.665723445355243,-1.0605682671016075,1.0605682671016075,-0.9394317328983924,-2.9394317328983925,-4.9394317328983925,2.4752653849743957,-2.4752653849743957,-4.475265384974396,-6.475265384974396,-8.475265384974396,-3.0218481286410688,3.0218481286410688,1.0218481286410686,-0.9781518713589314,-2.9781518713589312,4.073126784701348,-4.073126784701348,-5.806460118034681,-7.5397934513680145,-9.273126784701349
142,2157,-2.071503714802264,2.071503714802264,0.5381703814689307,-0.9951629518644026,-2.528496285197736,-1.0293750827750896,1.0293750827750896,-0.9706249172249103,-2.97062491722491,-4.97062491722491,2.448932774495945,-2.448932774495945,-4.448932774495945,-6.448932774495945,-8.448932774495944,-2.9329702425045667,2.9329702425045667,0.9329702425045666,-1.0670297574954333,-3.0670297574954333,4.029795648693887,-4.029795648693887,-5.829795648693887,-7.629795648693887,-9.429795648693887
143,2158,-2.008730874959771,2.008730874959771,0.5420642082931045,-0.9246024583735621,-2.391269125040229,-0.9981818984485717,0.9981818984485717,-1.0018181015514283,-3.0018181015514283,-5.001818101551428,2.4226001640174935,-2.4226001640174935,-4.422600164017494,-6.422600164017494,-8.422600164017494,-2.8440923563680647,2.8440923563680647,0.8440923563680646,-1.1559076436319353,-3.1559076436319353,3.9864645126864255,-3.9864645126864255,-5.853131179353093,-7.719797846019759,-9.586464512686426
